ONET_SOC_Code,Base_SOC,ONET_Title,FO_Score,FO_Probability,FO_Occupation,Mapping_Method
49-2094.00,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",41.0,0.41,Electrical and Electronics Repairers; Commercial and Industrial Equipment,direct
49-2095.00,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",38.0,0.38,Electrical and Electronics Repairers; Powerhouse; Substation; and Relay,direct
49-2096.00,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",61.0,0.61,Electronic Equipment Installers and Repairers; Motor Vehicles,direct
49-2097.00,49-2097,Audiovisual Equipment Installers and Repairers,65.0,0.65,Electronic Home Entertainment Equipment Installers and Repairers,direct
49-2098.00,49-2098,Security and Fire Alarm Systems Installers,82.0,0.82,Security and Fire Alarm Systems Installers,direct
49-3011.00,49-3011,Aircraft Mechanics and Service Technicians,71.0,0.71,Aircraft Mechanics and Service Technicians,direct
49-3021.00,49-3021,Automotive Body and Related Repairers,91.0,0.91,Automotive Body and Related Repairers,direct
49-3022.00,49-3022,Automotive Glass Installers and Repairers,55.0,0.55,Automotive Glass Installers and Repairers,direct
49-3023.00,49-3023,Automotive Service Technicians and Mechanics,59.0,0.59,Automotive Service Technicians and Mechanics,direct
49-3031.00,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,73.0,0.73,Bus and Truck Mechanics and Diesel Engine Specialists,direct
49-3041.00,49-3041,Farm Equipment Mechanics and Service Technicians,75.0,0.75,Farm Equipment Mechanics and Service Technicians,direct
49-3042.00,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",40.0,0.4,Mobile Heavy Equipment Mechanics; Except Engines,direct
49-3043.00,49-3043,Rail Car Repairers,88.0,0.88,Rail Car Repairers,direct
49-3051.00,49-3051,Motorboat Mechanics and Service Technicians,66.0,0.66,Motorboat Mechanics and Service Technicians,direct
49-3052.00,49-3052,Motorcycle Mechanics,79.0,0.79,Motorcycle Mechanics,direct
49-3053.00,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,93.0,0.93,Outdoor Power Equipment and Other Small Engine Mechanics,direct
49-3091.00,49-3091,Bicycle Repairers,94.0,0.94,Bicycle Repairers,direct
49-3092.00,49-3092,Recreational Vehicle Service Technicians,59.0,0.59,Recreational Vehicle Service Technicians,direct
49-3093.00,49-3093,Tire Repairers and Changers,70.0,0.7,Tire Repairers and Changers,direct
49-9011.00,49-9011,Mechanical Door Repairers,91.0,0.91,Mechanical Door Repairers,direct
49-9012.00,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",63.0,0.63,Control and Valve Installers and Repairers; Except Mechanical Door,direct
49-9021.00,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",65.0,0.65,Heating; Air Conditioning; and Refrigeration Mechanics and Installers,direct
49-9031.00,49-9031,Home Appliance Repairers,72.0,0.72,Home Appliance Repairers,direct
49-9041.00,49-9041,Industrial Machinery Mechanics,67.0,0.67,Industrial Machinery Mechanics,direct
49-9043.00,49-9043,"Maintenance Workers, Machinery",86.0,0.86,Maintenance Workers; Machinery,direct
49-9044.00,49-9044,Millwrights,59.0,0.59,Millwrights,direct
49-9045.00,49-9045,"Refractory Materials Repairers, Except Brickmasons",82.0,0.82,Refractory Materials Repairers; Except Brickmasons,direct
49-9051.00,49-9051,Electrical Power-Line Installers and Repairers,9.7,0.097,Electrical Power-Line Installers and Repairers,direct
49-9052.00,49-9052,Telecommunications Line Installers and Repairers,49.0,0.49,Telecommunications Line Installers and Repairers,direct
49-9061.00,49-9061,Camera and Photographic Equipment Repairers,97.0,0.97,Camera and Photographic Equipment Repairers,direct
49-9062.00,49-9062,Medical Equipment Repairers,27.0,0.27,Medical Equipment Repairers,direct
49-9063.00,49-9063,Musical Instrument Repairers and Tuners,91.0,0.91,Musical Instrument Repairers and Tuners,direct
49-9064.00,49-9064,Watch and Clock Repairers,99.0,0.99,Watch Repairers,direct
49-9069.00,49-9069,"Precision Instrument and Equipment Repairers, All Other",68.81304347826087,0.6881304347826087,[Group avg: 49-90],group_avg
49-9071.00,49-9071,"Maintenance and Repair Workers, General",64.0,0.64,Maintenance and Repair Workers; General,direct
49-9081.00,49-9081,Wind Turbine Service Technicians,68.81304347826087,0.6881304347826087,[Group avg: 49-90],group_avg
49-9091.00,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",94.0,0.94,Coin; Vending; and Amusement Machine Servicers and Repairers,direct
49-9092.00,49-9092,Commercial Divers,18.0,0.18,Commercial Divers,direct
49-9094.00,49-9094,Locksmiths and Safe Repairers,77.0,0.77,Locksmiths and Safe Repairers,direct
49-9095.00,49-9095,Manufactured Building and Mobile Home Installers,18.0,0.18,Manufactured Building and Mobile Home Installers,direct
49-9096.00,49-9096,Riggers,89.0,0.89,Riggers,direct
49-9097.00,49-9097,Signal and Track Switch Repairers,90.0,0.9,Signal and Track Switch Repairers,direct
49-9098.00,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",79.0,0.79,HelpersInstallation; Maintenance; and Repair Workers,direct
49-9099.00,49-9099,"Installation, Maintenance, and Repair Workers, All Other",68.81304347826087,0.6881304347826087,[Group avg: 49-90],group_avg
49-9099.01,49-9099,Geothermal Technicians,68.81304347826087,0.6881304347826087,[Group avg: 49-90],group_avg
51-1011.00,51-1011,First-Line Supervisors of Production and Operating Workers,1.6,0.016,First-Line Supervisors of Production and Operating Workers,direct
51-2011.00,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",79.0,0.79,Aircraft Structure; Surfaces; Rigging; and Systems Assemblers,direct
51-2021.00,51-2021,"Coil Winders, Tapers, and Finishers",73.0,0.73,Coil Winders; Tapers; and Finishers,direct
51-2022.00,51-2022,Electrical and Electronic Equipment Assemblers,95.0,0.95,Electrical and Electronic Equipment Assemblers,direct
51-2023.00,51-2023,Electromechanical Equipment Assemblers,97.0,0.97,Electromechanical Equipment Assemblers,direct
51-2031.00,51-2031,Engine and Other Machine Assemblers,82.0,0.82,Engine and Other Machine Assemblers,direct
51-2041.00,51-2041,Structural Metal Fabricators and Fitters,41.0,0.41,Structural Metal Fabricators and Fitters,direct
51-2051.00,51-2051,Fiberglass Laminators and Fabricators,83.88888888888889,0.8388888888888889,[Group avg: 51-20],group_avg
51-2061.00,51-2061,Timing Device Assemblers and Adjusters,83.88888888888889,0.8388888888888889,[Group avg: 51-20],group_avg
51-2092.00,51-2092,Team Assemblers,97.0,0.97,Team Assemblers,direct
51-2099.00,51-2099,"Assemblers and Fabricators, All Other",83.88888888888889,0.8388888888888889,[Group avg: 51-20],group_avg
51-3011.00,51-3011,Bakers,89.0,0.89,Bakers,direct
51-3021.00,51-3021,Butchers and Meat Cutters,93.0,0.93,Butchers and Meat Cutters,direct
51-3022.00,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",94.0,0.94,Meat; Poultry; and Fish Cutters and Trimmers,direct
51-3023.00,51-3023,Slaughterers and Meat Packers,60.0,0.6,Slaughterers and Meat Packers,direct
51-3091.00,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",91.0,0.91,Food and Tobacco Roasting; Baking; and Drying Machine Operators and Tenders,direct
51-3092.00,51-3092,Food Batchmakers,70.0,0.7,Food Batchmakers,direct
51-3093.00,51-3093,Food Cooking Machine Operators and Tenders,61.0,0.61,Food Cooking Machine Operators and Tenders,direct
51-3099.00,51-3099,"Food Processing Workers, All Other",79.71428571428571,0.797142857142857,[Group avg: 51-30],group_avg
51-4021.00,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",91.0,0.91,Extruding and Drawing Machine Setters; Operators; and Tenders; Metal and Plastic,direct
51-4022.00,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",93.0,0.93,Forging Machine Setters; Operators; and Tenders; Metal and Plastic,direct
51-4023.00,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",83.0,0.83,Rolling Machine Setters; Operators; and Tenders; Metal and Plastic,direct
51-4031.00,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",78.0,0.78,Cutting; Punching; and Press Machine Setters; Operators; and Tenders; Metal and Plastic,direct
51-4032.00,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",94.0,0.94,Drilling and Boring Machine Tool Setters; Operators; and Tenders; Metal and Plastic,direct
51-4033.00,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",95.0,0.95,Grinding; Lapping; Polishing; and Buffing Machine Tool Setters; Operators; and Tenders; Metal and Plastic,direct
51-4034.00,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",84.0,0.84,Lathe and Turning Machine Tool Setters; Operators; and Tenders; Metal and Plastic,direct
51-4035.00,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",98.0,0.98,Milling and Planing Machine Setters; Operators; and Tenders; Metal and Plastic,direct
51-4041.00,51-4041,Machinists,65.0,0.65,Machinists,direct
51-4051.00,51-4051,Metal-Refining Furnace Operators and Tenders,88.0,0.88,Metal-Refining Furnace Operators and Tenders,direct
51-4052.00,51-4052,"Pourers and Casters, Metal",87.0,0.87,Pourers and Casters; Metal,direct
51-4061.00,51-4061,"Model Makers, Metal and Plastic",93.0,0.93,Model Makers; Metal and Plastic,direct
51-4062.00,51-4062,"Patternmakers, Metal and Plastic",90.0,0.9,Patternmakers; Metal and Plastic,direct
51-4071.00,51-4071,Foundry Mold and Coremakers,67.0,0.67,Foundry Mold and Coremakers,direct
51-4072.00,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",95.0,0.95,Molding; Coremaking; and Casting Machine Setters; Operators; and Tenders; Metal and Plastic,direct
51-4081.00,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",91.0,0.91,Multiple Machine Tool Setters; Operators; and Tenders; Metal and Plastic,direct
51-4111.00,51-4111,Tool and Die Makers,84.0,0.84,Tool and Die Makers,direct
51-4121.00,51-4121,"Welders, Cutters, Solderers, and Brazers",94.0,0.94,Welders; Cutters; Solderers; and Brazers,direct
51-4122.00,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",61.0,0.61,Welding; Soldering; and Brazing Machine Setters; Operators; and Tenders,direct
51-4191.00,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",91.0,0.91,Heat Treating Equipment Setters; Operators; and Tenders; Metal and Plastic,direct
51-4192.00,51-4192,"Layout Workers, Metal and Plastic",84.0,0.84,Layout Workers; Metal and Plastic,direct
51-4193.00,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",92.0,0.92,Plating and Coating Machine Setters; Operators; and Tenders; Metal and Plastic,direct
51-4194.00,51-4194,"Tool Grinders, Filers, and Sharpeners",88.0,0.88,Tool Grinders; Filers; and Sharpeners,direct
51-4199.00,51-4199,"Metal Workers and Plastic Workers, All Other",84.85714285714286,0.8485714285714286,[Group avg: 51-41],group_avg
51-5111.00,51-5111,Prepress Technicians and Workers,97.0,0.97,Prepress Technicians and Workers,direct
51-5112.00,51-5112,Printing Press Operators,83.0,0.83,Printing Press Operators,direct
51-5113.00,51-5113,Print Binding and Finishing Workers,95.0,0.95,Print Binding and Finishing Workers,direct
51-6011.00,51-6011,Laundry and Dry-Cleaning Workers,71.0,0.71,Laundry and Dry-Cleaning Workers,direct
51-6021.00,51-6021,"Pressers, Textile, Garment, and Related Materials",81.0,0.81,Pressers; Textile; Garment; and Related Materials,direct
51-6031.00,51-6031,Sewing Machine Operators,89.0,0.89,Sewing Machine Operators,direct
51-6041.00,51-6041,Shoe and Leather Workers and Repairers,52.0,0.52,Shoe and Leather Workers and Repairers,direct
51-6042.00,51-6042,Shoe Machine Operators and Tenders,97.0,0.97,Shoe Machine Operators and Tenders,direct
51-6051.00,51-6051,"Sewers, Hand",99.0,0.99,Sewers; Hand,direct
51-6052.00,51-6052,"Tailors, Dressmakers, and Custom Sewers",84.0,0.84,Tailors; Dressmakers; and Custom Sewers,direct
51-6061.00,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,97.0,0.97,Textile Bleaching and Dyeing Machine Operators and Tenders,direct
51-6062.00,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",95.0,0.95,Textile Cutting Machine Setters; Operators; and Tenders,direct
51-6063.00,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",73.0,0.73,Textile Knitting and Weaving Machine Setters; Operators; and Tenders,direct
51-6064.00,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",96.0,0.96,Textile Winding; Twisting; and Drawing Out Machine Setters; Operators; and Tenders,direct
51-6091.00,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",88.0,0.88,Extruding and Forming Machine Setters; Operators; and Tenders; Synthetic and Glass Fibers,direct
51-6092.00,51-6092,Fabric and Apparel Patternmakers,0.49,0.0049,Fabric and Apparel Patternmakers,direct
51-6093.00,51-6093,Upholsterers,39.0,0.39,Upholsterers,direct
51-6099.00,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",75.82071428571429,0.7582071428571429,[Group avg: 51-60],group_avg
51-7011.00,51-7011,Cabinetmakers and Bench Carpenters,92.0,0.92,Cabinetmakers and Bench Carpenters,direct
51-7021.00,51-7021,Furniture Finishers,87.0,0.87,Furniture Finishers,direct
51-7031.00,51-7031,"Model Makers, Wood",96.0,0.96,Model Makers; Wood,direct
51-7032.00,51-7032,"Patternmakers, Wood",91.0,0.91,Patternmakers; Wood,direct
51-7041.00,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",86.0,0.86,Sawing Machine Setters; Operators; and Tenders; Wood,direct
51-7042.00,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",97.0,0.97,Woodworking Machine Setters; Operators; and Tenders; Except Sawing,direct
51-7099.00,51-7099,"Woodworkers, All Other",91.5,0.915,[Group avg: 51-70],group_avg
51-8011.00,51-8011,Nuclear Power Reactor Operators,95.0,0.95,Nuclear Power Reactor Operators,direct
51-8012.00,51-8012,Power Distributors and Dispatchers,64.0,0.64,Power Distributors and Dispatchers,direct
51-8013.00,51-8013,Power Plant Operators,85.0,0.85,Power Plant Operators,direct
51-8013.03,51-8013,Biomass Plant Technicians,85.0,0.85,Power Plant Operators,direct
51-8013.04,51-8013,Hydroelectric Plant Technicians,85.0,0.85,Power Plant Operators,direct
51-8021.00,51-8021,Stationary Engineers and Boiler Operators,89.0,0.89,Stationary Engineers and Boiler Operators,direct
51-8031.00,51-8031,Water and Wastewater Treatment Plant and System Operators,61.0,0.61,Water and Wastewater Treatment Plant and System Operators,direct
51-8091.00,51-8091,Chemical Plant and System Operators,85.0,0.85,Chemical Plant and System Operators,direct
51-8092.00,51-8092,Gas Plant Operators,78.0,0.78,Gas Plant Operators,direct
51-8093.00,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",71.0,0.71,Petroleum Pump System Operators; Refinery Operators; and Gaugers,direct
51-8099.00,51-8099,"Plant and System Operators, All Other",86.0,0.86,Plant and System Operators; All Other,direct
51-8099.01,51-8099,Biofuels Processing Technicians,86.0,0.86,Plant and System Operators; All Other,direct
51-9011.00,51-9011,Chemical Equipment Operators and Tenders,76.0,0.76,Chemical Equipment Operators and Tenders,direct
51-9012.00,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",88.0,0.88,Separating; Filtering; Clarifying; Precipitating; and Still Machine Setters; Operators; and Tenders,direct
51-9021.00,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",97.0,0.97,Crushing; Grinding; and Polishing Machine Setters; Operators; and Tenders,direct
51-9022.00,51-9022,"Grinding and Polishing Workers, Hand",97.0,0.97,Grinding and Polishing Workers; Hand,direct
51-9023.00,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",83.0,0.83,Mixing and Blending Machine Setters; Operators; and Tenders,direct
51-9031.00,51-9031,"Cutters and Trimmers, Hand",64.0,0.64,Cutters and Trimmers; Hand,direct
51-9032.00,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",86.0,0.86,Cutting and Slicing Machine Setters; Operators; and Tenders,direct
51-9041.00,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",93.0,0.93,Extruding; Forming; Pressing; and Compacting Machine Setters; Operators; and Tenders,direct
51-9051.00,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",37.0,0.37,Furnace; Kiln; Oven; Drier; and Kettle Operators and Tenders,direct
51-9061.00,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",98.0,0.98,Inspectors; Testers; Sorters; Samplers; and Weighers,direct
51-9071.00,51-9071,Jewelers and Precious Stone and Metal Workers,95.0,0.95,Jewelers and Precious Stone and Metal Workers,direct
51-9071.06,51-9071,Gem and Diamond Workers,95.0,0.95,Jewelers and Precious Stone and Metal Workers,direct
51-9081.00,51-9081,Dental Laboratory Technicians,97.0,0.97,Dental Laboratory Technicians,direct
51-9082.00,51-9082,Medical Appliance Technicians,45.0,0.45,Medical Appliance Technicians,direct
51-9083.00,51-9083,Ophthalmic Laboratory Technicians,97.0,0.97,Ophthalmic Laboratory Technicians,direct
51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,98.0,0.98,Packaging and Filling Machine Operators and Tenders,direct
51-9123.00,51-9123,"Painting, Coating, and Decorating Workers",92.0,0.92,Painting; Coating; and Decorating Workers,direct
51-9124.00,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",87.21428571428571,0.8721428571428571,[Group avg: 51-91],group_avg
51-9141.00,51-9141,Semiconductor Processing Technicians,88.0,0.88,Semiconductor Processors,direct
51-9151.00,51-9151,Photographic Process Workers and Processing Machine Operators,99.0,0.99,Photographic Process Workers and Processing Machine Operators,direct
51-9161.00,51-9161,Computer Numerically Controlled Tool Operators,87.21428571428571,0.8721428571428571,[Group avg: 51-91],group_avg
51-9162.00,51-9162,Computer Numerically Controlled Tool Programmers,87.21428571428571,0.8721428571428571,[Group avg: 51-91],group_avg
51-9191.00,51-9191,Adhesive Bonding Machine Operators and Tenders,95.0,0.95,Adhesive Bonding Machine Operators and Tenders,direct
51-9192.00,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",81.0,0.81,Cleaning; Washing; and Metal Pickling Equipment Operators and Tenders,direct
51-9193.00,51-9193,Cooling and Freezing Equipment Operators and Tenders,93.0,0.93,Cooling and Freezing Equipment Operators and Tenders,direct
51-9194.00,51-9194,Etchers and Engravers,98.0,0.98,Etchers and Engravers,direct
51-9195.00,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",90.0,0.9,Molders; Shapers; and Casters; Except Metal and Plastic,direct
51-9195.03,51-9195,"Stone Cutters and Carvers, Manufacturing",90.0,0.9,Molders; Shapers; and Casters; Except Metal and Plastic,direct
51-9195.04,51-9195,"Glass Blowers, Molders, Benders, and Finishers",90.0,0.9,Molders; Shapers; and Casters; Except Metal and Plastic,direct
51-9195.05,51-9195,"Potters, Manufacturing",90.0,0.9,Molders; Shapers; and Casters; Except Metal and Plastic,direct
51-9196.00,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",67.0,0.67,Paper Goods Machine Setters; Operators; and Tenders,direct
51-9197.00,51-9197,Tire Builders,94.0,0.94,Tire Builders,direct
51-9198.00,51-9198,Helpers--Production Workers,66.0,0.66,HelpersProduction Workers,direct
51-9199.00,51-9199,"Production Workers, All Other",87.21428571428571,0.8721428571428571,[Group avg: 51-91],group_avg
53-1041.00,53-1041,Aircraft Cargo Handling Supervisors,17.166666666666668,0.1716666666666667,[Group avg: 53-10],group_avg
53-1042.00,53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",17.166666666666668,0.1716666666666667,[Group avg: 53-10],group_avg
53-1042.01,53-1042,Recycling Coordinators,17.166666666666668,0.1716666666666667,[Group avg: 53-10],group_avg
53-1043.00,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,17.166666666666668,0.1716666666666667,[Group avg: 53-10],group_avg
53-1044.00,53-1044,First-Line Supervisors of Passenger Attendants,17.166666666666668,0.1716666666666667,[Group avg: 53-10],group_avg
53-1049.00,53-1049,"First-Line Supervisors of Transportation Workers, All Other",17.166666666666668,0.1716666666666667,[Group avg: 53-10],group_avg
53-2011.00,53-2011,"Airline Pilots, Copilots, and Flight Engineers",18.0,0.18,Airline Pilots; Copilots; and Flight Engineers,direct
53-2012.00,53-2012,Commercial Pilots,55.0,0.55,Commercial Pilots,direct
53-2021.00,53-2021,Air Traffic Controllers,11.0,0.11,Air Traffic Controllers,direct
53-2022.00,53-2022,Airfield Operations Specialists,71.0,0.71,Airfield Operations Specialists,direct
53-2031.00,53-2031,Flight Attendants,35.0,0.35,Flight Attendants,direct
53-3011.00,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",25.0,0.25,Ambulance Drivers and Attendants; Except Emergency Medical Technicians,direct
53-3031.00,53-3031,Driver/Sales Workers,98.0,0.98,Driver/Sales Workers,direct
53-3032.00,53-3032,Heavy and Tractor-Trailer Truck Drivers,79.0,0.79,Heavy and Tractor-Trailer Truck Drivers,direct
53-3033.00,53-3033,Light Truck Drivers,69.0,0.69,Light Truck or Delivery Services Drivers,direct
53-3051.00,53-3051,"Bus Drivers, School",73.71428571428571,0.7371428571428571,[Group avg: 53-30],group_avg
53-3052.00,53-3052,"Bus Drivers, Transit and Intercity",73.71428571428571,0.7371428571428571,[Group avg: 53-30],group_avg
53-3053.00,53-3053,Shuttle Drivers and Chauffeurs,73.71428571428571,0.7371428571428571,[Group avg: 53-30],group_avg
53-3054.00,53-3054,Taxi Drivers,73.71428571428571,0.7371428571428571,[Group avg: 53-30],group_avg
53-3099.00,53-3099,"Motor Vehicle Operators, All Other",73.71428571428571,0.7371428571428571,[Group avg: 53-30],group_avg
53-4011.00,53-4011,Locomotive Engineers,96.0,0.96,Locomotive Engineers,direct
53-4013.00,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",91.0,0.91,Rail Yard Engineers; Dinkey Operators; and Hostlers,direct
53-4022.00,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",88.66666666666667,0.8866666666666667,[Group avg: 53-40],group_avg
53-4031.00,53-4031,Railroad Conductors and Yardmasters,83.0,0.83,Railroad Conductors and Yardmasters,direct
53-4041.00,53-4041,Subway and Streetcar Operators,86.0,0.86,Subway and Streetcar Operators,direct
53-4099.00,53-4099,"Rail Transportation Workers, All Other",88.66666666666667,0.8866666666666667,[Group avg: 53-40],group_avg
53-5011.00,53-5011,Sailors and Marine Oilers,83.0,0.83,Sailors and Marine Oilers,direct
53-5021.00,53-5021,"Captains, Mates, and Pilots of Water Vessels",27.0,0.27,Captains; Mates; and Pilots of Water Vessels,direct
53-5022.00,53-5022,Motorboat Operators,62.0,0.62,Motorboat Operators,direct
53-5031.00,53-5031,Ship Engineers,4.1,0.041,Ship Engineers,direct
53-6011.00,53-6011,Bridge and Lock Tenders,97.0,0.97,Bridge and Lock Tenders,direct
53-6021.00,53-6021,Parking Attendants,87.0,0.87,Parking Lot Attendants,direct
53-6031.00,53-6031,Automotive and Watercraft Service Attendants,83.0,0.83,Automotive and Watercraft Service Attendants,direct
53-6032.00,53-6032,Aircraft Service Attendants,87.0,0.87,[Group avg: 53-60],group_avg
53-6041.00,53-6041,Traffic Technicians,90.0,0.9,Traffic Technicians,direct
53-6051.00,53-6051,Transportation Inspectors,90.0,0.9,Transportation Inspectors,direct
53-6051.01,53-6051,Aviation Inspectors,90.0,0.9,Transportation Inspectors,direct
53-6051.07,53-6051,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",90.0,0.9,Transportation Inspectors,direct
53-6061.00,53-6061,Passenger Attendants,75.0,0.75,Transportation Attendants; Except Flight Attendants,direct
53-6099.00,53-6099,"Transportation Workers, All Other",87.0,0.87,[Group avg: 53-60],group_avg
53-7011.00,53-7011,Conveyor Operators and Tenders,93.0,0.93,Conveyor Operators and Tenders,direct
53-7021.00,53-7021,Crane and Tower Operators,90.0,0.9,Crane and Tower Operators,direct
53-7031.00,53-7031,Dredge Operators,92.0,0.92,Dredge Operators,direct
53-7041.00,53-7041,Hoist and Winch Operators,65.0,0.65,Hoist and Winch Operators,direct
53-7051.00,53-7051,Industrial Truck and Tractor Operators,93.0,0.93,Industrial Truck and Tractor Operators,direct
53-7061.00,53-7061,Cleaners of Vehicles and Equipment,37.0,0.37,Cleaners of Vehicles and Equipment,direct
53-7062.00,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",85.0,0.85,Laborers and Freight; Stock; and Material Movers; Hand,direct
53-7062.04,53-7062,Recycling and Reclamation Workers,85.0,0.85,Laborers and Freight; Stock; and Material Movers; Hand,direct
53-7063.00,53-7063,Machine Feeders and Offbearers,93.0,0.93,Machine Feeders and Offbearers,direct
53-7064.00,53-7064,"Packers and Packagers, Hand",38.0,0.38,Packers and Packagers; Hand,direct
53-7065.00,53-7065,Stockers and Order Fillers,79.2,0.792,[Group avg: 53-70],group_avg
53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,91.0,0.91,Gas Compressor and Gas Pumping Station Operators,direct
53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",90.0,0.9,Pump Operators; Except Wellhead Pumpers,direct
53-7073.00,53-7073,Wellhead Pumpers,84.0,0.84,Wellhead Pumpers,direct
53-7081.00,53-7081,Refuse and Recyclable Material Collectors,93.0,0.93,Refuse and Recyclable Material Collectors,direct
53-7121.00,53-7121,"Tank Car, Truck, and Ship Loaders",72.0,0.72,Tank Car; Truck; and Ship Loaders,direct
53-7199.00,53-7199,"Material Moving Workers, All Other",54.5,0.545,[Group avg: 53-71],group_avg
55-1011.00,55-1011,Air Crew Officers,,,[Unmapped],unmapped
55-1012.00,55-1012,Aircraft Launch and Recovery Officers,,,[Unmapped],unmapped
55-1013.00,55-1013,Armored Assault Vehicle Officers,,,[Unmapped],unmapped
55-1014.00,55-1014,Artillery and Missile Officers,,,[Unmapped],unmapped
55-1015.00,55-1015,Command and Control Center Officers,,,[Unmapped],unmapped
55-1016.00,55-1016,Infantry Officers,,,[Unmapped],unmapped
55-1017.00,55-1017,Special Forces Officers,,,[Unmapped],unmapped
55-1019.00,55-1019,"Military Officer Special and Tactical Operations Leaders, All Other",,,[Unmapped],unmapped
55-2011.00,55-2011,First-Line Supervisors of Air Crew Members,,,[Unmapped],unmapped
55-2012.00,55-2012,First-Line Supervisors of Weapons Specialists/Crew Members,,,[Unmapped],unmapped
55-2013.00,55-2013,First-Line Supervisors of All Other Tactical Operations Specialists,,,[Unmapped],unmapped
55-3011.00,55-3011,Air Crew Members,,,[Unmapped],unmapped
55-3012.00,55-3012,Aircraft Launch and Recovery Specialists,,,[Unmapped],unmapped
55-3013.00,55-3013,Armored Assault Vehicle Crew Members,,,[Unmapped],unmapped
55-3014.00,55-3014,Artillery and Missile Crew Members,,,[Unmapped],unmapped
55-3015.00,55-3015,Command and Control Center Specialists,,,[Unmapped],unmapped
55-3016.00,55-3016,Infantry,,,[Unmapped],unmapped
55-3018.00,55-3018,Special Forces,,,[Unmapped],unmapped
55-3019.00,55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",,,[Unmapped],unmapped
